id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
mn-lead-roseau-rv-park-americinn-coordinate-rescue,MN,Roseau RV Park / AmericInn RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,private_operator_coordinate_rescue,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-mn-bulldog-w2-zippel-bay-group-camp-coordinate-rescue,MN,Zippel Bay State Park Group Camp,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official camping component likely; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-mn-bulldog-w2-ballards-resort-rv-campground-proof-check,MN,Ballard’s Resort RV/campground proof check,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Resort official proof found; RV/campground proof not found on accessible operator page,verification,Private Campgrounds,no,Medium
mn-lead-mn-bulldog-w2-long-point-resort-rv-campground-proof-check,MN,Long Point Resort RV/campground proof check,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Resort official proof found; campground/RV proof not found on accessible operator page,verification,Private Campgrounds,no,Medium
mn-lead-mn-bulldog-w2-sportsmans-lodge-camping-proof-check,MN,Sportsman’s Lodge camping/RV proof check,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,"Operator site mentions camping, but details/coordinate need extraction",coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-mn-bulldog-w2-voyageurs-np-exact-campsite-extraction-status,MN,Voyageurs National Park frontcountry/backcountry/primitive campsites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official NPS system exists; exact campsite extraction is separate project lead,coordinate_or_promotion_rescue,Boat / Backpack,no,High
mn-lead-mn-bulldog-w2-voyageurs-houseboat-sites-extraction,MN,Voyageurs National Park houseboat sites,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Official NPS houseboat site system; exact site extraction needed,area_geometry_or_coordinate_rescue,Boat / Backpack,no,High
mn-lead-mn-bulldog-w2-itasca-state-park-campground-components-coordinate-rescue,MN,Itasca State Park backpack / cart-in / group / remaining camping components,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",remaining_component_coordinate_extraction_after_bear_paw_pine_ridge_active,coordinate_or_promotion_rescue,Boat / Backpack / Rustic / Primitive split pending,no,High
mn-lead-roholt-camp-park-mcintosh-coordinate-rescue,MN,Roholt Camp and Park / McIntosh Roholt Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,municipal_operator_proof_coordinate_needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-ullands-resort-campgrounds-current-operator-proof,MN,Ulland’s Resort and Campgrounds,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",current_operator_proof_needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-oak-cove-resort-current-operator-proof,MN,Oak Cove Resort,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",current_operator_proof_needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-camp-shalom-maple-lake-public-camping-proof,MN,Camp Shalom,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",public_access_needed,coordinate_or_promotion_rescue,Needs Verification,no,Medium
mn-lead-lakeview-resort-maple-lake-campground-proof,MN,Lakeview Resort Restaurant and Lounge,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",campground_status_needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-becker-white-earth-state-forest-dispersed-area-geometry-lead,MN,White Earth State Forest Dispersed Camping Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Research Needed,area_geometry_or_coordinate_rescue,Boondocking / Dispersed,no,High
mn-lead-mn-becker-smoky-hills-state-forest-dispersed-area-geometry-lead,MN,Smoky Hills State Forest Dispersed Camping Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Research Needed,area_geometry_or_coordinate_rescue,Boondocking / Dispersed,no,High
mn-lead-mn-becker-two-inlets-state-forest-dispersed-area-geometry-lead,MN,Two Inlets State Forest Dispersed Camping Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Research Needed,area_geometry_or_coordinate_rescue,Boondocking / Dispersed,no,High
mn-lead-mn-becker-forest-hills-rv-golf-resort-public-access-check,MN,Forest Hills RV & Golf Resort,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,Needs Verification,verification,Private Campgrounds,yes,Medium
mn-lead-mn-becker-jack-pines-resort-campground-coordinate-rescue,MN,Jack Pines Resort & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-becker-tamarac-resort-seasonal-only-public-access-check,MN,Tamarac Resort & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Needs Verification,verification,Private Campgrounds,no,Medium
mn-lead-mn-becker-sunset-shores-seasonal-rv-sites-public-access-check,MN,Sunset Shores Seasonal RV Sites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Needs Verification,verification,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-eagle-stone-campground-coordinate-rescue,MN,Eagle Stone Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-homestead-at-ottertail-rv-park-resort-coordinate-rescue,MN,The Homestead at Ottertail RV Park and Resort,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-thumper-pond-resort-rv-park-coordinate-rescue,MN,Thumper Pond Resort RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-vacationland-resort-campground-coordinate-rescue,MN,Vacationland Resort Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-bladow-beach-resort-campground-coordinate-rescue,MN,Bladow Beach Resort & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-glacial-lakes-state-park-horse-backpack-group-coordinate-rescue,MN,Glacial Lakes State Park Horse / Backpack / Group Components,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Research Needed,coordinate_or_promotion_rescue,Boat / Backpack,no,High
mn-lead-mn-douglas-chippewa-park-campground-coordinate-rescue,MN,Chippewa Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-mn-douglas-brophy-bay-rv-park-seasonal-access-check,MN,Brophy Bay RV Park,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,Needs Verification,verification,Private Campgrounds,yes,Medium
mn-lead-mn-douglas-dons-lakeview-rv-park-coordinate-rescue,MN,Don’s Lakeview RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-douglas-scenic-view-rv-campground-coordinate-rescue,MN,Scenic View RV Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-mn-wilkin-breckenridge-welles-memorial-park-camping-coordinate-rescue,MN,Welles Memorial Park / Breckenridge City Camping,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-mn-becker-eagle-view-campground-private-permanent-access-check,MN,Eagle View Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Needs Verification,verification,Private Campgrounds,no,Medium
mn-lead-mn-ottertail-tonys-campground-seasonal-only-check,MN,Tony’s Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Needs Verification,verification,Private Campgrounds,no,Medium
mn-lead-mn-becker-swanies-resort-campground-public-access-check,MN,Swanie’s Resort & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Needs Verification,verification,Private Campgrounds,no,Medium
mn-lead-savanna-portage-state-park-drive-in-campground-coordinate-rescue,MN,Savanna Portage State Park drive-in campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official campground proof; coordinate rescue needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-savanna-portage-backpack-walkin-boat-campsites-extraction,MN,Savanna Portage State Park backpack / walk-in / boat-in sites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official backcountry/walk-in proof; extraction needed,coordinate_or_promotion_rescue,Boat / Backpack,no,High
mn-lead-rollie-johnson-whitefish-island-campsites-coordinate-rescue,MN,Rollie Johnson Natural and Recreational Area island campsites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official county island camping proof; coordinates needed,area_geometry_or_coordinate_rescue,Boat / Backpack,no,High
mn-lead-crow-wing-state-park-campground-coordinate-rescue,MN,Crow Wing State Park campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official/state tourism campground proof; coordinate needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-knob-hill-campground-coordinate-rescue,MN,Knob Hill Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-cottingham-park-campground-coordinate-rescue,MN,Cottingham Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-little-white-dog-campground-coordinate-rescue,MN,Little White Dog Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-mcgivern-park-campground-coordinate-rescue,MN,McGivern Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-tree-farm-landing-campground-coordinate-rescue,MN,Tree Farm Landing Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-ann-lake-campground-sand-dunes-coordinate-rescue,MN,Ann Lake Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official/state tourism proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-sand-dunes-horse-camp-coordinate-rescue,MN,Sand Dunes Horse Camp,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official campground component proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-charles-lindbergh-state-park-campground-coordinate-rescue,MN,Charles A. Lindbergh State Park campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,State park campground proof; coordinate needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-morrison-county-fairgrounds-camping-verification,MN,Morrison County Fairgrounds camping,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Public camping proof but details thin,coordinate_or_promotion_rescue,Needs Verification,no,Medium
mn-lead-37-acres-rv-campground-coordinate-rescue,MN,37 Acres RV & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private public-facing campground proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-camp-holiday-resort-campground-coordinate-rescue,MN,Camp Holiday Resort & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private public-facing campground proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-birch-bay-rv-resort-coordinate-rescue,MN,Birch Bay RV Resort,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private public-facing RV resort proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-rocky-reef-resort-rv-campground-coordinate-rescue,MN,Rocky Reef Resort RV Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private public-facing RV campground proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-stony-point-resort-rv-park-coordinate-rescue,MN,Stony Point Resort RV Park & Campground,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Private campground proof; name collision needs care,coordinate_or_promotion_rescue,Private Campgrounds,no,Medium
mn-lead-bliss-point-resort-rv-park-coordinate-rescue,MN,Bliss Point Resort RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private RV park proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-trails-rv-park-coordinate-rescue,MN,Trails RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private public-facing RV park proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-fish-lake-resort-campground-kanabec-coordinate-rescue,MN,Fish Lake Resort and Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Private campground proof; coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-mn-needs-mission-beach-resort-seasonal-camping,MN,Mission Beach Resort seasonal camping,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Seasonal camping public access unclear,verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-niemeyers-rugged-river-seasonal-rv,MN,Niemeyer’s Rugged River Resort RV parks,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Seasonal RV public access unclear,verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-fishers-resort-mille-lacs-camping,MN,Fisher’s Resort camping / RV sites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,"Mostly seasonal, occasional nightly unclear",verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-north-star-resort-rv-sites,MN,North Star Resort RV sites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Seasonal lease/sale RV sites,verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-red-door-mlv-rv-park-seasonal,MN,Red Door Resort / MLV RV Park seasonal sites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Seasonal RV park,verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-camperville-seasonal-membership,MN,World Famous Camperville,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Seasonal membership campground,verification,Private Campgrounds,no,Medium
mn-lead-mn-needs-hilltop-family-campgrounds-ogilvie,MN,Hilltop Family Campgrounds,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Directory-only campground clue,verification,Private Campgrounds,no,Medium
mn-lead-sibley-state-park-equestrian-group-camp-component-split,MN,Sibley State Park Equestrian / Group Camp Components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Component split lead,coordinate_or_promotion_rescue,Rustic / Primitive,no,Medium
mn-lead-chippewa-county-park-1-campground-proof-rescue,MN,Chippewa County Park #1 Campground,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Secondary-only lead,coordinate_or_promotion_rescue,Needs Verification,no,Medium
mn-lead-mower-adventure-bound-beaver-trails-coordinate-rescue,MN,Adventure Bound Beaver Trails,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof strong; coordinate rescue needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-lyon-garvin-park-component-split,MN,Garvin County Park component split — upper/lower/horse/primitive,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Component split lead after official proof,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-martin-bright-lake-primitive-camping,MN,Bright Lake Park primitive camping,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official primitive camping proof; coordinate rescue needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-nobles-olson-park-campground-coordinate-rescue,MN,Olson Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official city proof; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-jackson-anderson-park-campground-coordinate-rescue,MN,Anderson Park Campground,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Official county proof; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-jackson-brown-park-campground-coordinate-rescue,MN,Brown Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county proof; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-jackson-brown-park-south-campground-coordinate-rescue,MN,Brown Park South Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county proof; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-jackson-robertson-park-campground-coordinate-rescue,MN,Robertson Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county camping system proof; coordinate rescue needed,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-jackson-sandy-point-park-campground-coordinate-rescue,MN,Sandy Point Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official county proof; coordinate rescue needed,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
mn-lead-sibley-south-permission-camping-parks,MN,Sibley County south-edge permission camping parks — Clear Lake / High Island / Rush River,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Permission-camping lead; coordinates/eligibility need confirmation,coordinate_or_promotion_rescue,Rustic / Primitive,no,High
