priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P1,MT,mt-v23196-gartside-reservoir-fishing-access-site,Gartside Reservoir Fishing Access Site,Rustic / Primitive,47.58626,-104.27128,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,MT,mt-v23196-glasgow-base-pond-fishing-access-site,Glasgow Base Pond Fishing Access Site,Rustic / Primitive,48.448837,-106.576822,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,MT,mt_homestake_pass_dispersed_community_reported,Homestake Pass dispersed camping / Homestake Road front dispersed area,Boondocking / Dispersed,45.926345,-112.405241,proxy-feature wording/name (review if used as exact campsite); broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,MT,mt-v23196-red-rock-lakes-upper-lake-campground,Red Rock Lakes NWR — Upper Lake Campground,Rustic / Primitive,44.592742,-111.730712,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,MT,mt-v23196-rock-creek-fishing-access-site,Rock Creek Fishing Access Site,Rustic / Primitive,47.76763,-106.28588,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,s1102,Campsite #2 — TRNP vicinity unverified KML point,Needs Verification,46.9544189,-103.5353013,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-carbury-dam-recreation-area,Carbury Dam Recreation Area Campground,Rustic / Primitive,48.878327,-100.553308,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23194-clausen-springs-park-campground,Clausen Springs Park Campground,Modern Campgrounds,46.678031,-97.968712,vague/uncertain wording in non-boondocking record; Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-cross-ranch-state-park-campground,Cross Ranch State Park Campground System,Modern Campgrounds,47.0085,-100.994,Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-downstream-campground,Downstream Campground,Modern Campgrounds,47.5088,-101.3825,Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-east-totten-trail-campground,East Totten Trail Campground,Rustic / Primitive,47.6007,-101.2736,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-fort-rice-recreation-area,Fort Rice Recreation Area primitive camping,Rustic / Primitive,46.5038556,-100.5835359,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-fort-stevenson-state-park-campground,Fort Stevenson State Park Campground System,Modern Campgrounds,47.5889,-101.4213,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-garrison-dam-sakakawea-recreation-directory,Garrison Dam / Lake Sakakawea Recreation Areas Directory,Info / Reference,47.504945,-101.429224,proxy-feature wording/name (review if used as exact campsite); broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-graner-park,Graner Park,Rustic / Primitive,46.6549255,-100.7131666,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-hahns-bay-recreation-area-campground,Hahn’s Bay Recreation Area Campground,Rustic / Primitive,48.968246,-100.364356,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-harmon-lake-recreation-area,Harmon Lake Recreation Area,Rustic / Primitive,46.9396562,-100.9639263,proxy-feature wording/name (review if used as exact campsite); broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-lake-sakakawea-state-park-campground,Lake Sakakawea State Park Campground System,Modern Campgrounds,47.525,-101.427,Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-lewis-clark-state-park-campground,Lewis & Clark State Park Campground System,Modern Campgrounds,48.121,-103.249,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-sheyenne-river-water-trail-corridor,Sheyenne River Water Trail semi-primitive camping corridor,Boat / Backpack,46.45,-97.15,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-strawberry-lake-campground,Strawberry Lake Campground,Rustic / Primitive,48.944526,-100.508333,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23153-sweet-briar-lake,Sweet Briar Lake,Rustic / Primitive,46.8689694,-101.2694014,proxy-feature wording/name (review if used as exact campsite); broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-whitetail-campground,Whitetail Campground / Picnic Area,Rustic / Primitive,47.19777778,-103.3033333,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,ND,nd-v23152-wolf-creek-campground,Wolf Creek Campground,Rustic / Primitive,47.5485,-101.342,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-ainsworth-east-city-park-campground,Ainsworth East City Park Campground,Rustic / Primitive,42.54724399,-99.844488,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-atkinson-mill-race-park-campground,Atkinson Mill Race Park Campground,Rustic / Primitive,42.53680527,-98.99886582,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-bassett-rv-camping-pads,Bassett RV Camping Pads / Fishing Ponds Area,Rustic / Primitive,42.57800032,-99.54100097,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,s129,Bow Creek Recreation Area,Needs Verification,42.7775913,-97.1481181,vague/uncertain wording in non-boondocking record; legacy active row has no visible source URL,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-lake-mcconaughy-cedar-view-beach-camping,Lake McConaughy Cedar View Designated Beach Camping Area,Rustic / Primitive,41.29083,-101.92382,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-lake-mcconaughy-otter-creek-campground,Lake McConaughy Otter Creek Campground,Rustic / Primitive,41.29749785,-101.92379318,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-lake-ogallala-east-campground,Lake Ogallala East Campground,Modern Campgrounds,41.22589,-101.66231,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-long-pine-sra-basic-campground,Long Pine SRA Basic Campground,Rustic / Primitive,42.5440008,-99.71600054,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,s641,Niobrara River,Needs Verification,42.7746406,-98.4422631,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-pelican-point-sra,Pelican Point SRA,Rustic / Primitive,41.83331,-96.11269,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,s725,Point 21,Needs Verification,41.2064355,-101.6765766,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-summit-lake-sra,Summit Lake SRA Campground,Modern Campgrounds,41.7597,-96.29503,vague/uncertain wording in non-boondocking record; Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,s897,Sunshine Bottom Boat Ramp,Needs Verification,42.9214399,-98.4076609,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,NE,ne-v23194-union-pacific-sra-basic-camping,Union Pacific SRA Basic Camping,Rustic / Primitive,40.67800072,-99.25300075,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-burr-oak-sp-campground,Burr Oak State Park Campground,Modern Campgrounds,39.53738,-82.034677,vague/uncertain wording in non-boondocking record; Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-hocking-hills-sp-main-campground,Hocking Hills State Park Main Campground / Old Man’s Cave Campground,Modern Campgrounds,39.435117,-82.533587,vague/uncertain wording in non-boondocking record; Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-hueston-woods-sp-campground,Hueston Woods State Park Campground,Modern Campgrounds,39.583214,-84.768943,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-independence-dam-sp-primitive-campground,Independence Dam State Park Primitive Campground,Rustic / Primitive,41.291726,-84.274088,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-kiser-lake-sp-campground,Kiser Lake State Park Campground,Rustic / Primitive,40.18202,-83.9494,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-lake-snowden-campground,Lake Snowden Campground,Private Campgrounds,39.241727,-82.190762,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,OH,oh-v23194-strouds-run-state-park-campground,Strouds Run State Park Campground,Rustic / Primitive,39.355664,-82.039032,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-bald-eagle-state-park-russell-p-letterman-campground-v23161,Bald Eagle State Park Campground,Modern Campgrounds,41.03458,-77.6512,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-black-moshannon-state-park-campground-v23161,Black Moshannon State Park Campground,Modern Campgrounds,40.91878,-78.06863,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-blue-knob-state-park-campground,Blue Knob State Park Campground,Modern Campgrounds,40.28916,-78.58983,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-warren-buckaloons-recreation-area-campground,Buckaloons Recreation Area Campground,Modern Campgrounds,41.83888889,-79.25722222,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-caledonia-chinquapin-hill-campground,Caledonia State Park - Chinquapin Hill Campground,Modern Campgrounds,39.90895,-77.48107,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-caledonia-hosack-run-campground,Caledonia State Park - Hosack Run Campground,Modern Campgrounds,39.91488,-77.4684,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-codorus-state-park-campground,Codorus State Park Campground,Modern Campgrounds,39.79066,-76.91891,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-v23194-conewago-campground,Conewago Campground,Private Campgrounds,39.946215,-77.339557,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-cowans-gap-state-park-campground-system,Cowans Gap State Park Campground System,Modern Campgrounds,39.99478,-77.9249,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-curwensville-lake-campground-v23161,Curwensville Lake Campground,Modern Campgrounds,40.938131,-78.537671,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-luzerne-frances-slocum-state-park-campground,Frances Slocum State Park Campground,Modern Campgrounds,41.33616,-75.88358,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-berks-chester-french-creek-state-park-campground,French Creek State Park Campground,Modern Campgrounds,40.2128,-75.78184,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-v23194-friendship-village-campground,Friendship Village Campground & RV Park,Private Campgrounds,40.04507,-78.51743,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-greenwood-furnace-state-park-campground,Greenwood Furnace State Park Campground,Modern Campgrounds,40.65051,-77.7544,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-carbon-hickory-run-state-park-campground,Hickory Run State Park Campground,Modern Campgrounds,41.024698,-75.687251,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-hills-creek-state-park-campground-v23161,Hills Creek State Park Campground,Modern Campgrounds,41.81076,-77.1934,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-ives-run-campground-v23161,Ives Run Campground,Modern Campgrounds,41.905,-77.141,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-fayette-ohiopyle-kentuck-campground,Kentuck Campground / Ohiopyle State Park,Modern Campgrounds,39.88783,-79.49427,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-kettle-creek-state-park-campgrounds-v23161,Kettle Creek State Park Campgrounds,Modern Campgrounds,41.37517,-77.93277,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-westmoreland-keystone-state-park-campgrounds,Keystone State Park Campgrounds,Modern Campgrounds,40.37376,-79.39635,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-mckean-kiasutha-recreation-area-campground,Kiasutha Recreation Area Campground,Modern Campgrounds,41.78527778,-78.90388889,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-somerset-kooser-state-park-campground,Kooser State Park Campground,Modern Campgrounds,40.06379,-79.23886,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-lackawanna-lackawanna-state-park-campground,Lackawanna State Park Campground,Modern Campgrounds,41.55887,-75.70555,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-lake-raystown-resort,Lake Raystown Resort & Lodge Campground,Private Campgrounds,40.30509,-78.17387,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-bradford-larnard-hornbrook-county-park-campground,Larnard-Hornbrook County Park Campground,Modern Campgrounds,41.81,-76.485,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-somerset-laurel-hill-state-park-campground,Laurel Hill State Park Campground,Modern Campgrounds,39.9922,-79.24191,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-leonard-harrison-state-park-campground-v23161,Leonard Harrison State Park Campground,Modern Campgrounds,41.698,-77.45156,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-little-buffalo-state-park-campground,Little Buffalo State Park Campground,Modern Campgrounds,40.4585,-77.1682,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-little-pine-state-park-campground-v23161,Little Pine State Park Campground,Modern Campgrounds,41.36354,-77.3574,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-schuylkill-locust-lake-state-park-campground,Locust Lake State Park Campground,Modern Campgrounds,40.78499,-76.11921,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-lyman-run-daggett-run-campground-v23161,Lyman Run State Park — Daggett Run Campground,Modern Campgrounds,41.72808,-77.76192,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-lyman-run-lower-campground-v23161,Lyman Run State Park — Lower Campground,Modern Campgrounds,41.71668,-77.74702,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-carbon-mauch-chunk-lake-park-campground,Mauch Chunk Lake Park Campground,Modern Campgrounds,40.843701,-75.805572,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-lancaster-county-mill-creek-camping-area,Mill Creek Camping Area - Lancaster County Central Park,Rustic / Primitive,40.0188,-76.2989,vague/uncertain wording in non-boondocking record; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
