legacy_id,name,lat,lng,state_code,state_name,layer_code,subtype_code,site_form_code,verification_status,confidence,review_notes,description,primary_url,raw_category,category_label,source_folder,owner_name,layer_label,cost,showers,is_active
s876,Starved Rock State Park Campground,41.3051756,-88.9760893,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://dnr.illinois.gov/parks/camp/park.starvedrock.html,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s878,Stephen A. Forbes State Recreation Area,38.7260007,-88.7804545,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://dnr.illinois.gov/parks/camp/park.stephenaforbes.html,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s890,Sugar River Forest Preserve Campground,42.4634354,-89.2344366,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Nestled in Winnebago County, Sugar River Forest Preserve is a 500+ acre county forest with traditional campgrounds and a primitive campground right along the namesake river. Fall asleep to the sound of rushing waters after hauling your gear a short distance from the parking lot. These primitive campgrounds still come with picnic tables and a fire pit but you’ll have to drive back to the main campgrounds if you want to access the showers!",,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s895,Sunny Crest Family Campground,41.9922659,-89.4745591,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s923,"Tower Rock Campground, Shawnee National Forest",37.4583352,-88.232835,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Be aware this area is prone to flooding when river levels fluctuate.Also allowed to Disperse Camp in the N.F.,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s928,Trail of Tears State Forest,37.5153273,-89.3403667,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Both Class C (tent camping with vehicle access) and Class D (backpack) camping sites are available at Trail of Tears State Forest. Some locations have log shelters with adjacent privies. Group camping is available at a few sites. The forest's gravel roads are closed to vehicles from December 24 through the end of the spring wild turkey hunting season (,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s940,Turkey Bayou,37.685,-89.41139,IL,Illinois,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s967,Wakonda State Park,40.0067843,-91.5185706,MO,Missouri,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s971,Walnut Point State Park,39.697061,-88.037257,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s979,Wayne Fi.... Campground,38.1164914,-88.9422454,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s984,Weinberg-King State Fish and Wildlife Area,40.2308728,-90.8979177,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s985,Weldon Springs State Park,40.1211131,-88.9228436,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Weldon Springs’ campground is open year-round; the shower building closes in the fall and reopens in the spring. It offers 75 Class A sites with electricity, vehicular access, sanitary dumping station, shower building, cooking grills, picnic tables, pit toilets. Playground equipment and water hydrants are available in the campground. Campers with disabilities have access to three campsites designed for special needs offer a large hard-surfaced pad. Privies and water are easily accessible. Areas for tent, backpack, large group and youth camping are also available. Primitive backpack campsites are located along Salt Creek. Please call ahead for conditions, as these backpack sites could be flooded in spring. The shower buildings are closed by November 1 (maybe earlier if bad weather persists) and reopen May 1 (maybe earlier if weather allows). Camping and Group Camp Reservations are accepted online at
ExploreMoreIL™.",,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s994,White Pines Forest State Park,41.9936339,-89.4696009,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s1019,Woodford State Fish And Wildlife Area,40.8795921,-89.456627,IL,Illinois,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://dnr.illinois.gov/parks/camp/park.woodford.html,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s101,Blackhawk Campground,39.5080992,-86.8899596,IN,Indiana,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,private,Private Campgrounds,Private campgrounds,,Private campgrounds,,,True
s103,Blackwell Horsecamp,39.0183642,-86.3881853,IN,Indiana,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,federal,Federal Lands,Federal Lands,,Federal campgrounds,,,True
s404,Hoosier National Forest,38.4785314,-86.5248767,IN,Indiana,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Used to be free campsites here, not clear if there still are.",,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s424,Indiana,40.5261563,-85.5842705,IN,Indiana,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Reference point in Indiana retained from baseline; location verified in Indiana.,,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s752,Prophetstown State Park,40.4973299,-86.842217,IN,Indiana,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,The campground at Prophetstown is open from May 1st through October 31st annually,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s121,Boondockers Welcome . com,38.4720114,-102.1374133,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://www.boondockerswelcome.com/,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s323,FS.USDA.GOV,37.1973877,-102.1337108,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://www.fs.usda.gov/,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s414,https://publiclands.org/,37.6019401,-102.1578632,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://publiclands.org/pages/colorado,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s954,US National Forest Campground Guide,38.0673956,-102.0776331,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://www.forestcamping.com/,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s57,Bayou Segnette State Park,29.8923001,-90.1633558,LA,Louisiana,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s288,Fairview-Riverside State Park,30.4091071,-90.1403758,LA,Louisiana,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s304,Fontainebleau State Park,30.337645,-90.038141,LA,Louisiana,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s85,Big Eddy on Dead River,45.2870825,-70.2203368,ME,Maine,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,off of Flagstaff Lake,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s445,Jewett Cove Campsite and Boat Launch,45.6871031,-69.5512633,ME,Maine,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s576,Machias Lake corridor,45.1267307,-67.9452976,ME,Maine,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Great, but buggy in spring",,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s581,Maine state website,46.8206445,-67.9258415,ME,Maine,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://www.maine.gov/dacf/parks/camping/backcountry_camping.shtml,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s865,Spencer Bay Boondocking,45.6982737,-69.5704145,ME,Maine,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Someone said this is a favorite area,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s866,Spencer Bay CG,45.7102482,-69.5554244,ME,Maine,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s0,4 Mile State Forest Trail Camp,44.598848,-84.6223353,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s2,"46.006324, -85.619036",46.006324,-85.619036,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s6,Adams Trail Dirt Lot,46.52726419,-86.22152352,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Primitive dirt-lot style dispersed camping used as a Pictured Rocks / Grand Marais boondocking stopover.,https://thedyrt.com/camping/michigan/adams-trail-dirt-lot,boondocking,,,Hiawatha National Forest / user-reported location,Boondocking / dispersed,Free,No,True
s7,Addison Oaks County Park,42.8025656,-83.1625893,MI,Michigan,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s1055,Agate Beach Park Campground,47.03968205,-88.9258144,MI,Michigan,local,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Stanton Township beach campground on Lake Superior near Toivola with primitive/rustic tent-friendly sites, beach access, and picnic tables.",https://www.michigan.org/property/agate-beach-park,local rustic,Local Campgrounds,Local Campgrounds,,Local campgrounds,,,True
s1068,Ahmeek Copper Mine Camp,47.30633525844871,-88.36432752396048,MI,Michigan,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Private rustic campground on the historic Ahmeek copper mine property in the heart of the Keweenaw.,https://www.visitkeweenaw.com/lodging/campgrounds-rv-parks/,private campground,Private Campgrounds,Private Campgrounds,,Private campgrounds,,,True
s9,Alcona Park Campground (west side),44.5808737,-83.8299351,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s10,Algonac State Park,42.647298,-82.5145568,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s11,Aloha State Park,45.524797,-84.4654541,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s12,Aloha State Park Campground,45.51944,-84.46472,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,State park campground on Mullett Lake within bridge-region range.,https://www.michigan.gov/recsearch/parks/aloha,state modern,,,Michigan DNR,State campgrounds,Varies,Yes,True
s14,Ambrose Lake State Forest Campground,44.4071601,-84.2546959,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s16,Anderson Lake West State Forest Campground,46.2292765,-87.4844008,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s18,Andrus Lake State Forest Campground,46.7031375,-85.03573,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s23,Apple Creek Campground & RV Park,42.192393,-84.204494,MI,Michigan,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,private,Private Campgrounds,Private campgrounds,,Private campgrounds,,,True
s25,Appleton Lake Campground,42.5063233,-83.8359833,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s26,Arbutus Lake State Forest Campground,44.672661,-85.5232088,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s30,Au Gres City Park,44.0498037,-83.6859521,MI,Michigan,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s31,Au Train Beach Campground,46.4338165,-86.8647105,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s33,Aune Osborn Campground,46.4887214,-84.3079881,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s34,Aune Osborn Campground,46.4785061,-84.3071504,MI,Michigan,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s35,Avery Lake State Forest Campground,44.9324156,-84.1870194,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s1063,Baraga State Park,46.76052,-88.49981,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Michigan state park campground on Keweenaw Bay with improved camping, showers, and water access.",https://www.michigan.gov/recsearch/parks/baraga,state modern,State Campgrounds,State Campgrounds,,State campgrounds,,,True
s47,Baraga State Park Campground,46.779,-88.49,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Starter addition in v18.5. State campground pin to verify against your master data.,https://www.michigan.gov/recsearch/parks/baraga,state modern,,,Michigan DNR,State campgrounds,Varies,Yes,True
s48,Barnes Park Campground,45.1109658,-85.3604224,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s49,Bass Lake Campsites,46.1723,-86.4651,MI,Michigan,federal,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Official Hiawatha National Forest campsites page added. Small primitive campsite area with restroom; no potable water.,https://www.fs.usda.gov/r09/hiawatha/recreation/bass-lake-campsites,public,Federal Campgrounds,Federal Campgrounds,US Forest Service,Federal campground,,,True
s50,Bass Lake State Forest Campground,46.2633333,-87.5861111,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s51,Bass Lake State Forest Campground (Luce),46.4618043,-85.7090844,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s53,Baxter Bridge State Forest Campground,44.4911757,-85.5247428,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s54,Bay County Pinconning Park,43.8532092,-83.9243862,MI,Michigan,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s55,Bay Furnace Campground,46.4413752,-86.7078804,MI,Michigan,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Starter addition in v18.5. Federal campground near Munising.,https://www.fs.usda.gov/hiawatha,federal rustic,Federal Lands,Federal Lands,National Forest Service,Federal campgrounds,Varies,No,True
s1079,Bear Lake Campsites,46.07073,-86.498547,MI,Michigan,federal,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Official Hiawatha National Forest primitive campsite page added. Small primitive site overlooking Bear Lake.,https://www.fs.usda.gov/r09/hiawatha/recreation/bear-lake-campsites,public,Federal Campgrounds,Federal Campgrounds,US Forest Service,Federal campground,,,True
s61,Bear Lake Dispersed Campsite,46.07203234024005,-86.50164462041236,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Official Hiawatha National Forest Bear Lake Campsites page added. Single small campsite; reservations through Columbus Day; no potable water or restrooms.,https://www.fs.usda.gov/r09/hiawatha/recreation/bear-lake-campsites,boondocking,Boondocking,Boondocking,,Boondocking / dispersed,,,True
s62,Bear Track Campground,44.1468086,-86.030498,MI,Michigan,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,private,Private Campgrounds,Private campgrounds,,Private campgrounds,,,True
s63,Beaufort Lake State Forest Campground,46.5478074,-88.1889037,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s65,Beaver Island Campground,47.904267,-89.1742311,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s66,Beaver Lake County Park,44.9294377,-83.7938381,MI,Michigan,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s69,Beechwood Campground,44.0385771,-86.4955484,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s72,Benton Lake Campground,43.66944444,-85.88972222,MI,Michigan,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Federal campground on Benton Lake in the Baldwin/White Cloud district.,https://www.fs.usda.gov/r09/huron-manistee/recreation/benton-lake-campground,federal rustic,,,US Forest Service,Federal campgrounds,Varies,No,True
s1084,Bermuda Campsite on Grand Island,46.471847,-86.653882,MI,Michigan,federal,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Official Hiawatha National Forest backcountry campsite page added. Hike-in, bike-in, or boat-in site on Grand Island.",https://www.fs.usda.gov/r09/hiawatha/recreation/bermuda-campsite-grand-island,public,Federal Campgrounds,Federal Campgrounds,US Forest Service,Federal campground,,,True
s75,Betsie River Campsite,44.6127423,-86.2034603,MI,Michigan,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Private riverfront campground in the Frankfort / Elberta area with showers and trail access.,https://www.betsieriver.com/,private campground,State / County / Town,"State, county, and town Campgrounds",Private,Private campgrounds,$40-$85/night,Yes,True
s76,Bewabic State Park,46.0942849,-88.4255324,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s77,Bewabic State Park Campground,46.28,-88.351,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Starter addition in v18.5. State campground pin to verify against your master data.,https://www.michigan.gov/recsearch/parks/bewabic,state modern,,,Michigan DNR,State campgrounds,Varies,Yes,True
s78,Bewabik Campground,46.0892801,-88.4350772,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s81,Big Bear Lake State Forest Campground,44.9451415,-84.3827073,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s82,Big Bear Point State Forest Campground,44.9421961,-84.3881149,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s83,Big Bend Family Campground,44.025994,-83.8266495,MI,Michigan,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,private,Private Campgrounds,Private campgrounds,,Private campgrounds,,,True
s84,Big Bend Park,43.5178831,-85.5795383,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s86,Big Eric's Bridge State Forest Campground,46.8646395,-88.0839707,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s87,Big Knob State Forest Campground,46.0388835,-85.5937796,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s88,Big Lake State Forest Campground,46.6110982,-88.5690704,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s92,Bishop Lake Campgrounds,42.5028578,-83.8446521,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s93,Black Creek State Forest Campground,43.7111794,-84.3976962,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s95,Black Lake State Forest Campground,45.4896133,-84.2622058,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s98,Black River State Forest Campground,46.1172577,-85.3635617,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s102,Blacksmith Bayou River Access Camping,44.25777858,-86.03194482,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Primitive camping / river access area on the lower Manistee River corridor.,https://www.fs.usda.gov/r09/huron-manistee/recreation/blacksmith-bayou-river-access,boondocking,,,US Forest Service,Boondocking / dispersed,Varies,No,True
s104,Blind Sucker #2 State Forest Campground,46.6678909,-85.7533283,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Official Michigan state forest campground page added. Rustic campground on Blind Sucker Flooding with hand-pump well and vault toilet.,https://www.michigan.gov/recsearch/sfcampgroundsa-m/blindsucker2,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s105,Blind Sucker State Forest Campground,46.6688815,-85.7615426,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s115,Blue Lake Park,43.449488,-86.1934664,MI,Michigan,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s1031,Bob Lake Campground,46.66230759,-88.91411255,MI,Michigan,federal,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Ottawa National Forest campground southeast of Ontonagon with 17 sites, hand-pump water, and vault toilets. Good west-end public-land basecamp.",https://www.fs.usda.gov/r09/ottawa/recreation/bob-lake-campground,federal,Federal Campgrounds,Federal Campgrounds,,Federal campgrounds,,,True
s119,Bodi Lake State Forest Campground,46.7071144,-85.3353502,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s1091,Bond Falls East Campground,46.4096,-89.0853,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Utility-owned recreation area on Bond Falls Road. Campendium lists this as a first-come campground with free camping reported by users and a 14-day maximum stay.,https://www.campendium.com/bond-falls-east-campground,boondocking,Boondocking,Boondocking / dispersed,User-reported / public-land or utility recreation lead,Boondocking / dispersed,Free,No,True
s1090,Bond Falls West Campground,46.3953,-89.1394,MI,Michigan,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Utility-owned recreation area at Bond Falls Flowage. Campendium reports first-come sites, permit pickup via the outpost/park manager, and camping currently free despite fee-area signage.",https://www.campendium.com/bond-falls-campground,boondocking,Boondocking,Boondocking / dispersed,User-reported / public-land or utility recreation lead,Boondocking / dispersed,Free,No,True
s130,Bowman Bridge Campground,43.88777778,-85.93333333,MI,Michigan,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Federal riverside campground on the Pere Marquette corridor.,https://www.fs.usda.gov/r09/huron-manistee/recreation/bowman-bridge-campground,federal rustic,,,US Forest Service,Federal campgrounds,Varies,No,True
s131,Bowman Lake Backcountry Campsites,43.891536,-85.969627,MI,Michigan,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Walk-in / carry-in federal backcountry campsites near Baldwin.,https://www.fs.usda.gov/r09/huron-manistee/recreation/bowman-lake-backcountry-campsites,federal rustic,,,US Forest Service,Federal campgrounds,Free,No,True
s132,Bray Creek State Forest Campground,43.9149505,-85.8245626,MI,Michigan,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Rustic state forest campground just northeast of Baldwin.,https://www.michigan.gov/recsearch/sfcampgroundsa-m/braycreek,state rustic,State / County / Town,"State, county, and town Campgrounds",Michigan DNR,State campgrounds,Varies,No,True
