id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
mt-lead-cg-sioux-chalk-buttes,MT,Chalk Buttes Land Unit dispersed camping,Carter County / Sioux Ranger District,area / rule lead,Boondocking / Dispersed,approximate_area_pin_candidate,Medium,USFS official + prior MT scope notes,No coordinate,Needs official land-unit geometry,Extract USFS unit boundary or use approximate area marker labeled as non-exact,Related to Custer Gallatin / Sioux Ranger District,v23.1.54-historical-backfill,Good Montana-only Sioux unit lead.
mt-lead-cg-sioux-long-pines,MT,Long Pines Land Unit dispersed camping,Carter County / Sioux Ranger District,area / rule lead,Boondocking / Dispersed,approximate_area_pin_candidate,Medium,USFS official + prior MT scope notes,No coordinate,Needs official land-unit geometry,Extract USFS unit boundary or honest approximate marker,Related to Lantis Spring / Wickham Gulch / Capitol Rock,v23.1.54-historical-backfill,Do not collapse with South Dakota Short Pines units.
mt-lead-fwp-fort-peck-dredge-cut-pond-fas,MT,Fort Peck Dredge Cut Pond FAS,Fort Peck / Glasgow area,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return + FWP site-detail requirement,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS; confirm camping before import,None confirmed,v23.1.54-historical-backfill,Do not confuse with USACE Dredge / 1st Dredge shelter records.
mt_homestake_pass_dispersed_lead,MT,Homestake Pass dispersed camping / Homestake Road area,Jefferson / Silver Bow,boondocking_social_app_lead,Boondocking / Dispersed,promoted_to_active_community_reported_with_remaining_geometry_sanity,Medium,Public app/social/blog cluster + public-land check needed,BROAD ROAD/PASS AREA / no honest point,"Many public-facing reports describe dispersed use, but reports are broad across the Homestake Pass/Homestake Lake road area rather than a tight import-safe point.",Promoted to active Community Reported Boondocking in v23.1.83; keep as geometry-sanity follow-up for USFS road/parcel/MVUM/posting review and to keep the Homestake Lake day-use trap separate.,mt_homestake_pass_dispersed_community_reported,v23.1.83,Worker 5 Round 3 converted the broad Homestake lead into an active tight-cluster Community Reported candidate while preserving this as a later road/parcel/posting sanity lead.
mt-v23193-lead-smith-river-putin-takeout-blocker-sites,MT,"Smith River / Montana FWP access-camp status: Camp Baker Put-In, Eden Bridge Take-Out, Meadow Bend, Afterbay, Grapevine",Meagher / Cascade / Smith River corridor,official_source_coordinate_or_camping_status_rescue,Boat / Backpack,proof_or_policy_rescue,Medium,BUILD-NOTES-v23.1.35 held items,NO HONEST ACTIVE-MAP COORDINATE ACCEPTED,"v23.1.35 notes said Camp Baker Put-In, Eden Bridge Take-Out, Meadow Bend, Afterbay, Grapevine, and related coordinate-lacking/blocker rows were not imported. Current lead ledger had Upper Missouri/Judith-style leads but did not preserve this Smith River access/camp status cluster discretely.","Run a narrow source-system rescue, not broad discovery: official GIS/API/PDF/reservation-map extraction first, then OSM/Overpass and live map POI only to locate candidate geometry. Do not create exact pins from broad source-system evidence. Return active records only for honest site/loop/area coordinates; otherwise keep an improved lead with source trail and next acquisition path. Distinguish put-in/take-out/day-use access from legal overnight boat camp or campground before any active record.",,v23.1.93,Do not import put-ins/take-outs as campgrounds without overnight camping proof.
mt-lead-fwp-amelia-island-fas,MT,Amelia Island FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Boat / Backpack,gis_extraction_needed,Medium,Prior MT worker return,No coordinate,"Need FishMT/FWP detail proving camping, access type, and exact coordinate",Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Island/water-access possibility; do not vehicle-pin unless proven.
mt-lead-fwp-black-bridge-fas,MT,Black Bridge FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Bridge/launch coordinate trap.
mt-lead-fwp-snowden-bridge-fas,MT,Snowden Bridge FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Bridge/launch coordinate trap.
mt-lead-fwp-bearpaw-lake-fas,MT,Bearpaw Lake FAS,Missouri River Country / FWP Region likely 6,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return + FWP site-detail requirement,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS; confirm camping before import,None confirmed,v23.1.54-historical-backfill,Prior worker listed as blocked FAS candidate.
mt-lead-fwp-sidney-bridge-fas,MT,Sidney Bridge FAS,Richland County / Yellowstone River,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Keep separate from city park/bridge/boat ramp traps.
mt-lead-fwp-culbertson-bridge-fas,MT,Culbertson Bridge FAS,Roosevelt County / Missouri River,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Bridge/launch coordinate cannot be used unless FishMT confirms campsite.
mt_humbug_spires_wsa_primitive_camping_verification,MT,Humbug Spires WSA primitive camping,Silver Bow / BLM WSA,needs_verification,Boondocking / Dispersed,needs_verification,Medium,,,"Official/tourism source says primitive camping with no designated campsites, but no clean campsite point or same-spot overnight proof was recovered.",Verify with BLM Butte Field Office / WSA map; avoid trailhead/parking-lot proxy.,,v23.1.79,
mt-lead-sw-montana-lolo-blm-dnrc-system-extraction,MT,Southwest Montana Lolo NF / BLM Dillon-Butte-Helena / DNRC extraction backlog,Southwest Montana,gis_extraction_needed / agency_contact_needed,Boondocking / Dispersed / Rustic by source,gis_extraction_needed,Medium,USFS / BLM recreation GIS / DNRC state trust land rules,NO HONEST EXACT PIN,"Prior SW-area blockers included Lolo NF campground set, BLM Dillon/Butte/Helena recreation-site set, and DNRC State Trust Land camping review.",Split into source-specific worker passes; extract official per-site/GIS/rule data before any active rows.,,v23.1.54-historical-backfill,Keep broad until a worker lane is assigned.
mt-lead-fwp-conclow-fas,MT,Conclow FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Low,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Keep as low-priority blocked FAS.
mt-lead-fwp-gartside-reservoir-fas,MT,Gartside Reservoir FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Low,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Possible fishing-only trap until proven.
mt-lead-fwp-johnson-reservoir-fas,MT,Johnson Reservoir FAS,Missouri River Country,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Low,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Lower priority than river-corridor duplicates.
mt-lead-fwp-glasgow-base-pond-fas,MT,Glasgow Base Pond FAS,Valley County / Glasgow area,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Low,Prior MT worker return,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS,None confirmed,v23.1.54-historical-backfill,Possible day-use/fishing-only trap until proven.
