id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
in-lead-oriole-roadside-dispersed-sites,IN,Hoosier NF Oriole Roadside Dispersed Camping Map Area,Perry / Crawford / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good designated dispersed target.,Extract exact site points.,,v23.1.69,
in-lead-german-ridge-highwater-roadside-dispersed-sites,IN,Hoosier NF German Ridge / Highwater Roadside Dispersed Camping Map Areas,Perry / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Component split needed: campground vs dispersed roadside sites.,Extract exact designated roadside points.,,v23.1.69,
in-lead-indian-lake-roadside-dispersed-sites,IN,Hoosier NF Indian Lake Roadside Dispersed Camping Map Area,Perry / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good designated dispersed target.,Extract exact site points.,,v23.1.69,
in-lead-mogan-ridge-roadside-dispersed-sites,IN,Hoosier NF Mogan Ridge Roadside Dispersed Camping Map Area,Perry / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good designated dispersed target.,Extract exact site points.,,v23.1.69,
in-lead-in-pike-pike-state-forest-family-campground-coordinate-rescue,IN,Pike State Forest Family Campground,Pike,research_needed,Rustic / Primitive,Research Needed,High,Indiana DNR official,Official proof; exact campground point blocked.,Strong non-modern lead.,Add lead.,,v23.1.68,"DNR says Pike State Forest has primitive camping, self-registration, pit toilets, seasonal drinking water, picnic table/grill at each site, with 11 family sites and 25 horseman sites. ([Indiana Government][18])"
in-lead-pike-state-forest-family-horse,IN,Pike State Forest Family and Horse Campgrounds,Pike,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong equestrian/primitive lead.,Extract component coordinates.,,v23.1.69,
in-lead-in-pike-pike-state-forest-horsemans-campground-coordinate-rescue,IN,Pike State Forest Horseman’s Campground,Pike,research_needed,Rustic / Primitive,Research Needed,High,Indiana DNR official,Official proof; exact horse-camp point blocked.,Split from family campground.,Add lead.,,v23.1.68,"DNR says Pike State Forest has 25 sites in the Horseman’s Campground, plus pit toilets and seasonal drinking water. ([Indiana Government][18])"
in-lead-tippecanoe-river-sp-canoe-horse-youth-components,IN,Tippecanoe River State Park Canoe / Horsemen’s / Youth Components,Pulaski / Tippecanoe River,coordinate_rescue,Boat / Backpack / Rustic / Primitive,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Use this to prevent loss of non-modern components after main campground import.,Extract official component coordinates.,,v23.1.69,
in-lead-tippecanoe-river-sp-canoe-camp-coordinate-rescue,IN,Tippecanoe River State Park Canoe Camp,Pulaski / Tippecanoe River,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,DNR lists 10 canoe camp sites; exact component coordinate not recovered. Extract ReserveAmerica/DNR map metadata.,Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-tippecanoe-river-sp-horsemen-youth-camps-coordinate-rescue,IN,Tippecanoe River SP Horsemen’s / Youth Tent Areas,Pulaski / Winamac,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,DNR proves primitive horsemen’s and youth tent components; extract official component coordinates.,Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-tippecanoe-river-state-park-canoe-horse-youth-component-coordinates,IN,Tippecanoe River SP canoe / horsemen's / youth component coordinates,Pulaski / Winamac,coordinate_rescue,Boat / Backpack; Rustic / Primitive,coordinate_rescue,High,IN_W2 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Component split should not be flattened into main campground,Extract official component coordinates; add Boat/Backpack or Rustic rows,,v23.1.69,
in-lead-lieber-sunny-acres-non-electric-coordinate-rescue,IN,Lieber SRA / Cagles Mill — Sunny Acres Non-Electric Campground,Putnam / Owen edge,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official non-electric component proof; no separate coordinate recovered.,Extract official map/GeoPDF or reservation component metadata.,,v23.1.69,
in-lead-cagles-mill-sunny-acres-nonelectric,IN,Cagles Mill Lake / Lieber SRA — Sunny Acres Non-electric Campground,Putnam / Owen edge / Cagles Mill Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue / component_split,High,Official Indiana DNR,No exact component coordinate recovered.,Non-modern priority candidate.,Extract Sunny Acres campground point from official map/reservation metadata.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/lieber-state-recreation-area-cagles-mill-lake/ — DNR lists Non-electric / 96 sites (Sunny Acres) and campground maps.
in-lead-in-scott-jefferson-hardy-lake-wooster-primitive-campground-coordinate-rescue,IN,Hardy Lake Wooster Primitive Campground,Scott / Jefferson,coordinate_rescue,Rustic / Primitive,Research Needed,High,Indiana DNR official,Official proof; exact primitive campground coordinate blocked.,Non-modern split.,Add lead.,,v23.1.68,DNR says Hardy Lake has primitive camping at Wooster and lists 8 primitive sites. ([Indiana Government][23])
in-lead-potato-creek-horse-youth-camps-coordinate-rescue,IN,Potato Creek Horsemen’s Electric / Youth Tent Areas,St. Joseph / North Liberty,coordinate_rescue,Rustic / Primitive / Modern component split,coordinate_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,DNR proves horsemen’s/youth components; extract ReserveAmerica/DNR map coordinates.,Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-potato-creek-horse-youth-component-coordinate-rescue,IN,Potato Creek SP horsemen's / youth camping components,St. Joseph / North Liberty,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,IN_W2 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not use main campground or park office as component coordinate,Extract components or keep lead,,v23.1.69,
in-lead-pokagon-youth-group-component-extraction,IN,Pokagon State Park Youth Tent / Group Camp Components,Steuben / Pokagon State Park,coordinate_rescue,Rustic / Primitive or group/youth component,Coordinate rescue,High,Official state DNR,No safe separate component coordinate recovered in this pass,Do not collapse youth/group components into main modern parent unless schema chooses.,Extract official map/reservation coordinates and decide layer/schema.,,v23.1.68,"Same DNR source; DNR lists Youth Tent Areas and Camp, Group plus component maps."
in-lead-wabash-river-central-canoe-camping-review,IN,Central Wabash / Tippecanoe river primitive overnight review,Tippecanoe / Carroll / Fountain / Warren / Vermillion / Wabash corridor,research_needed,Boat / Backpack / Boondocking / Dispersed,area_rule_followup,High,Area/rule / public discovery / official rules follow-up,No point assigned.,High uncertainty but worth ledger memory because Wabash corridor was in scope.,Official water-trail/agency rule review; only promote named legal sites or honest area/rule markers.,,v23.1.68,Assignment explicitly includes Wabash/Tippecanoe central corridor and requires water-trail/canoe overnight checks.
in-lead-ross-camp-tippecanoe-county-campground-coordinate-rescue,IN,Ross Camp Campground,Tippecanoe / West Lafayette edge,coordinate_rescue,Modern + Rustic / Primitive split likely,coordinate_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,County proof/address found; exact campground loop coordinate needs Firefly or county GIS confirmation.,Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-whitewater-horsemen-campground-coordinate-rescue,IN,Whitewater Memorial Horsemen’s Campground,Union / Liberty,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official equestrian component proof; no separate horse-camp coordinate recovered.,Extract ReserveAmerica component metadata or DNR campground map point.,,v23.1.69,
in-lead-whitewater-memorial-family-campground,IN,Whitewater Memorial State Park Family Campgrounds,Union / Liberty / Whitewater River,coordinate_rescue,Modern Campgrounds,coordinate_rescue,High,Official Indiana DNR,No exact campground-loop coordinate recovered.,Likely one active Modern family campground record plus separate horsemen’s primitive component.,Extract family campground point and verify whether electric/non-electric should split or stay one record.,,v23.1.68,"https://www.in.gov/dnr/state-parks/parks-lakes/whitewater-memorial-state-park/ — DNR lists Electric / 236 sites, Non-electric / 45 sites, Camp Store, Dumping Station, and campground maps."
in-lead-whitewater-memorial-horsemens-primitive,IN,Whitewater Memorial State Park Horsemen’s Primitive Campground,Union / Liberty / Whitewater River,coordinate_rescue,Rustic / Primitive,coordinate_rescue / equestrian_component,High,Official Indiana DNR,No exact horsemen campground coordinate recovered.,High-priority non-modern/equestrian row.,Extract horsemen primitive campground coordinate from DNR map/reservation metadata.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/whitewater-memorial-state-park/ — DNR lists Horsemen’s Primitive / 37 sites and 9 miles of horseback riding trails.
in-lead-in-boundary-salamonie-lake-west-corridor,IN,Salamonie Lake / Lost Bridge West and Salamonie River State Forest camp components,Wabash / Huntington / Miami edge — Wabash corridor ambiguity,coordinate_rescue,Modern Campgrounds + Rustic / Primitive,boundary_lock_review_needed,High,Official Indiana DNR,No import coordinate assigned in this worker due to geographic-lock ambiguity.,Do not ignore: high-value non-modern/equestrian/state-forest lead. Supervisor should assign/approve if Wabash corridor overrides county list.,"Supervisor boundary decision; if in scope, extract component points from official maps.",,v23.1.68,"https://www.in.gov/dnr/state-parks/parks-lakes/salamonie-lake/ — DNR lists Lost Bridge West Modern Electric / 245 sites, horsemen’s primitive, Apple Orchard campground, youth tent, Salamonie River State Forest horsemen and family primitive sites."
in-needs-salamonie-river-state-forest-edge,IN,Salamonie River State Forest / Wabash-region Camping Relevance,Wabash / Huntington edge,needs_verification,Rustic / Primitive or Boondocking unknown,needs_verification,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Lower priority than Hoosier/Deam/state-forest primary targets.,Future worker should check DNR property pages/maps and county river access rules.,,v23.1.69,
in-lead-wabash-river-watertrail-primitive-camping-identity-rescue,IN,Wabash River Water-Trail / Primitive Camping Identity Rescue,Wabash/Tippecanoe central corridor,coordinate_rescue,Boat / Backpack / Boondocking,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Keep as durable lead; do not fake launch dots.,Agency/source acquisition.,,v23.1.69,
in-lead-ouabache-youth-tent-component,IN,Ouabache State Park Youth Tent Area,Wells / Bluffton,coordinate_rescue,Rustic / Primitive or group/youth,Coordinate rescue,High,Official state DNR,DNR component listed; exact coordinate not recovered,Do not collapse into main campground if map supports separate point.,Add durable lead.,,v23.1.68,DNR Ouabache page lists Youth Tent and a Youth tent map.
il-lead-idnr-primitive-hikein-equestrian-gis-backlog,IL,Illinois IDNR primitive/hike-in/equestrian campground GIS backlog,Big River SF / Sand Ridge SF / Jim Edgar Panther Creek / Siloam Springs / Moraine View / Jubilee College / Weinberg-King / Clinton / Argyle / Sangchris,gis_extraction_needed / coordinate_rescue,Rustic / Primitive / Boat / Backpack by access,gis_extraction_needed,Medium-High,IDNR maps/GIS / reservation maps / official PDFs,NO HONEST EXACT PIN,"Prior IL worker flagged multiple IDNR primitive/backpack/equestrian areas needing exact geometry, mostly EXTERNAL ACCESS REQUIRED.",Recover official IDNR maps/GIS/reservation metadata; split by park and camping type; do not add broad park centroids.,IL active 103 per manifest; exact duplicates require IL.js check,v23.1.54-historical-backfill,"This is a worker-lane backlog, not one active record."
il-lead-crab-orchard-devils-kitchen-primitive-exact,IL,Crab Orchard NWR Devils Kitchen primitive campsite coordinate rescue,Crab Orchard NWR / Devils Kitchen Lake,coordinate_rescue / official_proof_needed,Rustic / Primitive or Boat / Backpack by access,coordinate_rescue,Medium-High,USFWS/FWS refuge page/maps/GIS,NO HONEST EXACT PIN,"Prior southern IL summary found one strong primitive lead: Crab Orchard NWR Devils Kitchen with 8 primitive campsites, but no exact official coordinate recovered.",Recover official FWS map/GIS/site coordinate; reject broad refuge dispersed camping unless official overnight permission is clear.,,v23.1.54-historical-backfill,"Specific primitive site lead, not broad NWR dispersed import."
il-lead-hennepin-canal-primitive-rule-area,IL,Hennepin Canal primitive campgrounds / canal-corridor rule area,Hennepin Canal corridor,area_outline_followup / coordinate_rescue,Boat / Backpack / Rustic by access,gis_extraction_needed,Medium-High,IDNR canal maps/GIS / official primitive campground maps,NO HONEST EXACT PIN,Prior CO/NE/KS/IL backfill context flagged Hennepin Canal primitive campgrounds and rule area.,"Extract official primitive campground points and canal-corridor camping rules; avoid locks, trailheads, and visitor centers as campsite pins.",,v23.1.54-historical-backfill,Linear corridor; future line/route support would help.
il-lead-siloam-springs-backpack-horse-sites,IL,Siloam Springs hike-in / horse-ride hike-in campsites,Adams,coordinate_rescue,Boat / Backpack / Rustic components,coordinate_rescue,Medium,Illinois DNR,Official source confirms components; exact points not recovered,Do not add separate fake point from main campground,Update lead,Main Siloam Springs active exists,v23.1.65,IL_W7 first-pass return. Source/citation text: IDNR camping page says Siloam Springs has four hike-in backpack campsites and three horse-ride/hike-in sites plus group campground
il-lead-hennepin-canal-missing-designated-campgrounds-extraction,IL,Hennepin Canal missing designated campgrounds,Bureau / Henry / Rock Island corridor,research_needed,Rustic / Primitive,Official IDNR designated campground set; partial active duplicates,Medium,IDNR,Official campground list/PDF maps; coordinates need extraction,Do not add towpath or lock/bridge centroids blindly.,Add extraction lead; later promote missing campground points.,Active duplicates exist for Lock 6 and Lock 11 only in inspected `IL.js`,v23.1.65,"IL_W5 first-pass return. Source/citation text: IDNR lists Hennepin camping locations including Lock 6, Lock 11, Lock 17, Lock 21 North Day Use Area, Bridge 14, Lock 22, Bridge 23, Lock 23, and Lock 26; IDNR says primitive Class C camping has no showers/electricity. ([Illinois Department of Natural Resources][26])"
il-lead-usace-reservoir-project-camping-extraction,IL,Illinois USACE reservoir/project camping extraction backlog,Carlyle Lake / Rend Lake / Mississippi River IL campgrounds / Kaskaskia River Project,gis_extraction_needed / coordinate_rescue,Modern / Rustic / Boat-Backpack by site,gis_extraction_needed,Medium,USACE GIS / Recreation.gov/RIDB / official campground maps,NO HONEST EXACT PIN,Prior IL exact-pass found Lake Shelbyville records but other USACE project exact coordinates were blocked.,"Use RIDB/Recreation.gov metadata, USACE GIS, and official campground maps; add only named campground/site records with overnight proof.",Lake Shelbyville 6 candidates already handled separately; IL active 103,v23.1.54-historical-backfill,"Source-system extraction task, not a broad reservoir pin."
il-lead-jepc-questing-hills-equestrian-coordinate-rescue,IL,Jim Edgar Panther Creek — Questing Hills Equestrian Campground,Cass,coordinate_rescue,Rustic / Primitive,coordinate_rescue,Medium,Illinois DNR / official guide,Official proof recovered; exact campground coordinate not safe enough yet,Do not use Prairie Lake or main office coordinate,Add/update lead; future worker should extract exact Questing Hills loop point,No active match in inspected `IL.js`,v23.1.65,IL_W7 first-pass return. Source/citation text: IDNR page and 2024 guide confirm Questing Hills equestrian campground with 51 electric sites on Questing Hills Road off County Hwy 2; exact point requires map/reservation extraction
il-lead-idnr-component-split-central-state-parks,IL,Central IL IDNR campground component split / official map extraction,Cass / Sangamon / Christian / Mason / Shelby / Adams,research_needed,Modern / Rustic / Boat-Backpack components,gis_extraction_needed,Medium,Illinois DNR / ExploreMoreIL,Existing active records use broad/simple names; official component split would improve map,This is the main area-outline/component lead for central IL state sites,Update existing lead,Existing active rows listed above; no new duplicates,v23.1.65,"IL_W7 first-pass return. Source/citation text: Applies to Jim Edgar Panther Creek, Sangchris, Spring Lake, Siloam Springs, Wolf Creek, Marshall SFWA canoe/island camping"
il-lead-castle-rock-green-river-canoe-swa-primitive,IL,Castle Rock canoe/boat primitive area and Green River SWA camping spaces geometry,Castle Rock / Green River SWA,coordinate_rescue / area_outline_followup,Boat / Backpack / Rustic / Primitive,gis_extraction_needed,Medium,IDNR maps/GIS / official site maps,NO HONEST EXACT PIN,Prior IL context flagged Castle Rock canoe/boat primitive area and Green River SWA camping spaces as geometry leads.,"Extract official coordinates/areas; determine whether access is boat/canoe, hike-in, or vehicle primitive.",,v23.1.54-historical-backfill,Do not use boat launches as campsite pins.
il-lead-clinton-carlyle-lake-boulder-campground-coordinate-rescue,IL,Boulder Campground / Carlyle Lake,Clinton / Carlyle Lake / USACE,coordinate_rescue,Modern Campgrounds likely,lead_coordinate_rescue,Medium,Recreation.gov / USACE,Official address proof; exact campground coordinate needs confirmation,Separate from Boulder Day Use trap,Add lead,No active Boulder Campground row found,v23.1.65,IL_W8 first-pass return. Source/citation text: Recreation.gov identifies Boulder Campground as camping and gives campground address/directions to 25501 Boulder Access Road. ([Recreation.gov][15])
il-lead-clinton-carlyle-lake-coles-creek-campground-coordinate-rescue,IL,Coles Creek Campground / Carlyle Lake,Clinton / Carlyle Lake / USACE,coordinate_rescue,Modern Campgrounds,lead_coordinate_rescue,Medium,Recreation.gov / USACE,Official proof recovered; exact campground coordinate not safely recovered,Do not use Carlyle Lake gateway coordinate as campground point,Add lead,No active Coles Creek row found,v23.1.65,"IL_W8 first-pass return. Source/citation text: Recreation.gov says Coles Creek has 119 campsites, electric hookups, showers, flush toilets, and group camping areas. ([Recreation.gov][13])"
il-lead-clinton-carlyle-lake-dam-west-campground-coordinate-rescue,IL,Dam West Campground / Carlyle Lake,Clinton / Carlyle Lake / USACE,coordinate_rescue,Modern Campgrounds likely,lead_coordinate_rescue,Medium,Recreation.gov / USACE,Official proof recovered; exact campground coordinate not safely recovered,Do not use visitor center or dam as pin,Add lead,No active Dam West row found,v23.1.65,IL_W8 first-pass return. Source/citation text: Recreation.gov says Dam West has 109 reservable campsites and modern amenities. ([Recreation.gov][14])
il-correction-clinton-lake-main-system,IL,Clinton Lake State Recreation Area campground system,DeWitt,correction_candidate,Modern Campgrounds,already_active_source_layer_enrichment,Medium,Illinois DNR,Existing active coordinate; official source supports amenities,Already active; enrich description/source rather than duplicate,Update existing record source/amenities if needed,Existing active `Clinton Lake State Recreation Area` `s200`,v23.1.65,IL_W7 first-pass return. Source/citation text: IDNR camping page confirms Clinton Lake has Class AA/A/B/S/C sites; showers and potable water mid-April to November
il-lead-fayette-vandalia-lake-campground-coordinate-conflict,IL,Vandalia Lake Campground,Fayette / Vandalia,coordinate_rescue,Modern Campgrounds,lead_coordinate_conflict,Medium,City official + Illinois tourism,Official city proof; coordinate conflict between directory sources,Real municipal campground; needs coordinate resolution,Add lead,No active Vandalia Lake Campground row found,v23.1.65,"IL_W8 first-pass return. Source/citation text: City of Vandalia says Vandalia Lake has overnight camping with electric outlets, modern shower with flush toilets, and RV dump station; Illinois tourism also confirms camping. ([City of Vandalia, IL][23])"
il-lead-gallatin-fiedlerland-rv-park-campground-coordinate-rescue,IL,Fiedlerland RV Park & Campground,Gallatin / Old Shawneetown,coordinate_rescue,Private Campgrounds,lead_coordinate_rescue,Medium,Operator + Illinois tourism,Operator proof + address; coordinate still needs map check,"Real campground; needs coordinate rescue, not rejection",Add lead,No active Fiedlerland row found,v23.1.65,"IL_W8 first-pass return. Source/citation text: Operator lists 778 Poplar Street, RV spots with full hookup, cabins, primitive tent camping, and tent camping with electricity; Illinois tourism confirms 23 RV sites, primitive tent camping, cabins, and bath houses. ([Fiedlerland RV Park & Campground][20])"
il-gallatin-camp-cadiz-campground,IL,Camp Cadiz Campground,Gallatin / Shawnee NF,correction_candidate,Rustic / Primitive,correction_candidate,Medium,USDA Forest Service official,Official Forest Service lat/lon; high,Not Modern. Needs source-backed layer correction,Correct existing active row,"Existing active `Camp Cadiz` found, but stale layer/subtype says modern/state",v23.1.65,"IL_W8 first-pass return. Source/citation text: Forest Service says Camp Cadiz is first-come, equestrian camping is allowed, campsites have fire rings/picnic tables, vault toilets and potable water are available, and official lat/lon is 37.57833333, -88.24416667. ([US Forest Service][4])"
il-gallatin-pine-ridge-campground-pounds-hollow,IL,Pine Ridge Campground / Pounds Hollow Recreation Area,Gallatin / Shawnee NF,correction_candidate,Rustic / Primitive,correction_candidate,Medium,USDA Forest Service official,Official Forest Service lat/lon; high,Keep Rustic/Primitive unless showers are proven; add Pounds Hollow alias so search finds it,Update existing active row,Existing active `Pine Ridge Campground` found; no active `Pounds Hollow` alias row,v23.1.65,"IL_W8 first-pass return. Source/citation text: Forest Service says Pine Ridge Campground at Pounds Hollow has 13 electric sites and 22 non-electric campsites, potable water at the campground entrance, and official lat/lon 37.615001, -88.2666667. ([US Forest Service][7])"
il-jackson-turkey-bayou-campground,IL,Turkey Bayou Campground / Oakwood Bottoms,Jackson / Shawnee NF,correction_candidate,Rustic / Primitive,correction_candidate,Medium,USDA Forest Service official,Official Forest Service lat/lon; high,"Formal primitive campground belongs Rustic / Primitive, not generic boondocking, unless kept as a no-fee primitive special case",Correct existing active row,Existing active `Turkey Bayou` and `Oakwood Bottoms` rows found,v23.1.65,"IL_W8 first-pass return. Source/citation text: Forest Service says Turkey Bayou is a no-fee campground, 14-day maximum stay, no water, no restrooms, and official lat/lon 37.685, -89.41138889. ([US Forest Service][8])"
il-jackson-johnson-creek-recreation-area-campground,IL,Johnson Creek Recreation Area Campground,Jackson / Shawnee NF / Kinkaid Lake,correction_candidate,Rustic / Primitive,correction_candidate,Medium,USDA Forest Service official,Official Forest Service lat/lon; high,Move from stale state/modern ambiguity to Rustic / Primitive unless separate marina component is being mapped,Correct existing active row,"Existing active `Johnson Creek Recreation Area` found, but row is still messy and not cleanly layered",v23.1.65,"IL_W8 first-pass return. Source/citation text: Forest Service says Johnson Creek has a first-come campground, equestrian features, vault toilets, no potable water, and official lat/lon 37.83444444, -89.52055556. ([US Forest Service][6])"
il-lead-rend-lake-south-sandusky-coordinate-conflict,IL,South Sandusky Campground / Rend Lake,Jefferson/Franklin edge / Rend Lake / USACE,coordinate_rescue,Modern Campgrounds,lead_coordinate_conflict,Medium,Recreation.gov / USACE,Official campground proof; conflicting third-party coordinates,Real campground; coordinate needs one more clean pass before active import,Add lead; promote after coordinate rescue,No active South Sandusky row found,v23.1.65,"IL_W8 first-pass return. Source/citation text: Recreation.gov says South Sandusky has 124 reservable campsites, electric hookups except tent sites, dump station, hot showers, flush toilets, and drinking water. ([Recreation.gov][12])"
il-lead-kankakee-lake-alexander-rv-park-coordinate-proof,IL,Lake Alexander RV Park,Kankakee / Momence,research_needed,Private Campgrounds,Directory/official-directory lead,Medium,County resource directory,County directory proof; operator proof still needed,Do not active-import from directory alone,Add lead,No active match found,v23.1.65,IL_W6 first-pass return. Source/citation text: Kankakee County directory lists Lake Alexander RV Park at 12799 E Route 114 and says it includes campsites. ([Kankakee County][26])
il-lead-kendall-county-forest-preserve-campsites-extraction,IL,Kendall County Forest Preserve Family / Group Campsites,Kendall / Yorkville-area preserves,research_needed,Rustic / Primitive,Official system lead,Medium,Kendall County official,Official proof; site locations not visible in accessible page,Strong system lead but not active-safe yet,Add lead,No active match found,v23.1.65,"IL_W6 first-pass return. Source/citation text: Kendall County says its Forest Preserve District offers family and group campsites, with max capacities and license/policy request forms. ([Kendall County, IL][20])"
il-needs-lake-grass-lake-marina-rv-park-public-transient-status,IL,Grass Lake Marina and RV Park,Lake / Antioch / Chain O’Lakes,research_needed,Private Campgrounds,Seasonal/public status unclear,Medium,Operator/directory/social,Operator/directory proof insufficient for active,Do not import from marina/directory snippet alone,Verify transient/seasonal public camping,No active match found,v23.1.65,"IL_W6 first-pass return. Source/citation text: Search found operator/directory evidence of Grass Lake Marina/RV Park and an address, but public transient availability was not cleanly proven from an accessible operator page. ([grasslakemarina.co][22])"
il-needs-lake-spring-lake-marina-rv-park-seasonal-only,IL,Spring Lake Marina RV Park,Lake / Antioch / Spring Lake,research_needed,Private Campgrounds,Seasonal-only unclear,Medium,Operator official,Operator proof but seasonal-only,"Likely seasonal/private-site model, not normal transient campground",Hold Needs Verification,No active match found,v23.1.65,"IL_W6 first-pass return. Source/citation text: Operator says Spring Lake Marina has 14 seasonal RV sites, water/electric, clean shower/restroom, and address at 25125 Grass Lake Road. ([Spring Lake Marina][23])"
il-lead-lake-county-van-patten-woods-youth-group-campground,IL,Van Patten Woods Youth Group Campground,Lake / Wadsworth,coordinate_rescue,Rustic / Primitive,Official youth-group lead,Medium,Lake County Forest Preserves official,Official proof; exact campground coordinate not extracted,Youth-group-only: schema/policy should decide active vs lead,Add lead or active Rustic youth-group record after coordinate extraction,No active match found,v23.1.65,"IL_W6 first-pass return. Source/citation text: Lake County says Van Patten Woods has a rustic youth group campground with water pump, fire rings, firewood, parking, and toilets. ([Lake County Forest Preserves][19])"
il-lead-marshall-sfwa-canoe-island-camping,IL,Marshall SFWA canoe island camping component,Marshall / Illinois River,coordinate_rescue,Boat / Backpack,water_access_component_coordinate_rescue,Medium,Illinois DNR,Official source confirms component but no exact island campsite coordinates recovered,Do not place island/lake/river centroid,"Add/update lead, not active point",Main Marshall SFWA active record exists; no separate water-access component active,v23.1.65,IL_W7 first-pass return. Source/citation text: IDNR camping page says canoe camping is permitted on the islands; active main Marshall SFWA row exists
il-lead-hennepin-canal-central-locks-primitive-corridor,IL,Hennepin Canal primitive campgrounds / canal corridor — central Illinois locks,Marshall / Stark / Bureau / Henry edge,coordinate_rescue,Rustic / Primitive / Boat / Backpack,area_outline_followup / coordinate_rescue,Medium,Illinois DNR / existing lead memory,Existing active Lock 6 and Lock 11 points; broader corridor unresolved,Keep active rows; improve lead to avoid workers re-adding same locks,Update existing lead with active duplicate notes,Active Lock 6 and Lock 11 match; do not duplicate,v23.1.65,IL_W7 first-pass return. Source/citation text: Existing lead `il-lead-hennepin-canal-primitive-rule-area`; active Lock 6 and Lock 11 already in app; additional lock campgrounds require official map extraction
il-lead-sand-ridge-state-forest-area-rule-correction,IL,Sand Ridge State Forest backcountry/equestrian/primitive area marker correction,Mason / Sand Ridge State Forest,correction_candidate,Boondocking / Dispersed,existing_coordinate_duplicate_area_rule_cleanup,Medium,Illinois Worker 7 Bulldog return / IDNR source family,Existing active coordinate duplicate; do not add a second marker.,Runtime duplicate check showed the proposed Sand Ridge area/rule marker was skipped by coordinate duplicate against existing Illinois data.,Update existing Sand Ridge/Sand Ridge State Forest active row wording/layer as an approximate area/rule marker if needed; do not add a duplicate point.,Existing coordinate duplicate in IL runtime data,v23.1.65,Moved from active add to lead/correction during v23.1.65 QA.
il-lead-mchenry-marengo-ridge-thomas-woods-campground,IL,Marengo Ridge / Thomas Woods Campground,McHenry / Marengo,coordinate_rescue,Rustic / Primitive,Official coordinate rescue lead,Medium,McHenry County Conservation District official,Official proof; exact campground coordinate not extracted,Strong add after coordinate rescue,Add durable lead; promote after exact coordinate,No active match found,v23.1.65,IL_W6 first-pass return. Source/citation text: McHenry County says Marengo Ridge has an exclusive-use campground and Thomas Woods has 29 individual tent sites plus 18 RV sites. ([McHenry County Conservation District][17])
